0.33293,0.50334,-0.12801,-0.46074,-0.57092,-0.8585,0.55652,-0.60419,0.62328,-0.49194,-0.56107,-0.3105,-0.038522,0.35402,-0.14862,-0.29522,0.049217,0.64144,0.71041,-0.97074,0.13976,-0.39085,0.6568,-0.065725,0.025603,-1.1914,-0.42284,-0.11065,-0.49687,0.50756,-0.51108,-0.36519,-0.066215,-0.36899,-0.57936,0.31856,0.25641,-0.26715,0.11863,-0.048869,-0.31472,0.50141,0.2769,0.42248,-0.52578,-0.04945,0.24262,-1.0868,0.44343,-0.077581,-0.3609,-0.27696,-0.73826,0.64216,-0.0010669,-0.4204,-0.20336,-0.2177,-0.20787,0.15929,0.098038,-1.7311,-1.2805,-0.58288,0.84555,0.16769,-0.76166,-0.096695,0.23808,-0.43488,-0.62615,-0.022715,0.49768,-0.42169,-0.24898,0.04692,-0.60128,-0.32854,-0.11564,0.086789,-1.4034,-0.25819,-0.53249,-0.036102,-0.086795,0.074498,-0.4062,0.59168,0.48113,-0.78972,0.56705,0.19511,0.28657,-0.60204,-0.56302,-0.14174,-0.131,-1.0304,-0.50339,-1.0251
-0.3332,-0.81054,-0.26239,0.35496,-0.71036,0.3641,-0.67893,-0.25705,-0.46243,-0.216,0.49794,-0.30612,-0.67553,0.81367,0.025323,0.52156,0.14116,0.19172,-1.2059,-0.10556,0.62869,-0.74009,-0.555,-0.31582,-0.32358,-0.79187,-0.31787,-0.1736,0.36286,-0.28673,-0.028568,0.50841,0.72912,-1.1625,-0.059496,-0.42406,0.11659,-0.072285,1.0571,-0.19669,0.19164,-0.55406,-0.47747,0.39918,0.34922,0.12652,0.039113,1.0738,-0.26222,0.028838,-0.27994,-0.57415,-0.35853,-0.21006,0.37685,-0.76987,0.55443,-0.35635,0.32575,-0.74812,-0.15669,-0.3994,0.95087,-0.057609,-0.30433,0.1494,-1.0375,0.043239,-0.47137,0.14758,-0.0096901,-0.3576,0.83868,1.2071,0.32227,-0.80185,-0.2193,-0.59921,-0.13862,-0.21885,-0.51161,-0.30752,-0.63617,-0.68181,0.044928,-0.3832,0.3369,-0.66767,0.23705,-0.60864,-0.80203,0.20826,-0.87341,-0.70619,-0.17126,-0.53356,-1.0891,-0.62128,-0.3102,0.14865
0.019581,-0.78126,0.30905,0.35887,-0.42533,0.60454,-0.38005,0.49935,0.095132,0.8566,0.76345,-0.54528,-0.87756,-0.24388,-0.75554,-0.79946,-0.44856,0.38346,-0.83004,-0.6825,-1.1614,0.25395,-0.3595,0.72296,0.94714,-0.72429,-0.3535,0.72453,-0.31742,0.14528,-0.026436,-0.82411,-0.14763,-0.85807,0.037236,-0.24388,-1.1658,0.21717,0.50679,0.96902,-0.050787,-0.41521,-1.2925,0.27633,-0.12907,0.60882,-1.0875,-0.82419,-1.0161,-0.2764,-0.2798,0.23702,-0.26101,-0.46057,-1.4288,-0.38673,-0.056139,1.2839,-0.65293,0.17196,0.46355,-0.2228,0.44937,-0.16453,0.56581,-0.12004,0.066689,-0.2418,-0.59715,0.55201,-0.62622,-0.22456,-1.2313,-0.58705,-0.93621,0.56661,0.68897,1.0322,-0.39518,-0.21811,0.29469,-0.13934,0.74443,0.31143,-0.11538,-0.85097,0.35326,0.1256,-0.18308,-0.38027,0.25657,0.061103,-0.1013,0.6941,-0.067979,-0.17769,-0.3113,-0.8611,-0.76326,0.032078
-1.268,-0.82977,-0.87602,-0.066027,1.2536,-0.29139,-0.73688,0.26609,0.66271,-0.86446,-0.95876,-0.36546,0.50169,-1.036,0.35495,-0.38451,-0.15003,-0.19,0.24199,0.7366,1.2233,-0.6708,-0.78672,-0.26066,-0.19864,-0.15721,0.18506,0.35432,0.19822,-0.011774,-0.33401,-0.53192,-0.29189,0.22279,-0.89889,-0.16329,-0.08777,-0.032126,0.29091,-1.1268,-0.24421,-0.010298,-0.33153,-0.015347,-0.14652,-0.72435,-0.30025,-0.87975,-0.32447,0.13523,-1.1502,0.13381,0.28856,-1.1677,0.81951,-0.1848,0.37517,0.1179,-0.30548,0.024243,-0.95667,0.38744,-0.29637,-0.15044,-0.95106,0.13381,-0.62905,-0.16502,-1.2086,-0.81499,-0.17804,-0.67712,1.0331,-1.3421,-0.73826,0.5063,0.98486,-0.72116,-0.043525,-1.0061,-0.064627,-0.49592,-0.22337,-0.33705,-0.39885,-0.85272,0.13406,0.0066066,-0.069364,1.1511,-1.2183,0.37616,0.14008,-0.8182,-1.0814,-0.61336,-0.024823,0.018157,0.022591,-0.44626
-0.12666,0.32029,-0.30668,-0.12137,0.36816,0.55876,-1.2729,0.17152,-1.036,-0.1705,0.26345,-0.64125,0.14887,-0.4256,-1.5671,-0.62442,-0.089958,-0.1528,0.31784,-0.74293,0.66763,0.21928,-0.70194,-0.78342,-1.3056,0.62325,-0.4739,0.20725,0.363,0.22926,-0.57346,0.10979,-0.15712,0.18417,-1.0587,-0.69172,0.19123,1.1066,0.65549,0.55804,-1.0272,-1.1381,0.09595,-0.041487,1.163,0.36018,-0.075833,-0.29515,0.51611,-0.44652,-0.11804,-0.47201,-0.84384,0.6019,-0.13158,-1.1094,-0.22776,-0.12351,0.53379,-1.1838,-0.16609,-0.14726,-1.1644,-0.12985,-0.29359,-0.40083,-0.53437,-0.62936,0.64208,0.28052,0.10838,0.35803,-0.6046,-0.78963,-0.53287,-0.36432,-0.36812,-0.89464,-0.36914,1.0452,-0.91584,-0.28917,1.0635,-0.13015,-0.25374,-0.2055,-0.60704,0.0034743,0.52781,-0.13753,-0.47017,-0.093444,0.031442,0.33373,-1.0079,-0.23822,-0.71792,0.28037,-0.58055,0.038215
0.36593,0.6659,-0.058104,0.19193,0.40705,-0.0091351,0.31775,-0.2145,1.145,0.24715,-0.24566,-0.32951,-0.13465,0.30448,-0.74604,0.098917,0.40828,-0.2204,-0.58599,0.91668,-0.2737,-0.54483,0.79685,0.2841,-0.81479,-1.172,-0.28945,-0.64721,-0.40518,-0.74757,-0.15097,-0.15644,0.8019,0.30722,0.79833,-0.20138,0.25511,-1.3571,1.2883,0.53891,-0.13756,-0.86554,0.55185,0.19418,-0.23912,-0.16546,0.50763,0.010471,-1.24,0.082064,1.1823,-1.5331,0.51339,0.30977,-0.14572,0.62864,0.51822,-0.88642,0.25275,-0.92479,-1.0727,1.0143,-0.035024,-0.46367,-0.96768,0.12509,-0.07091,0.48668,0.44978,0.001534,0.97423,0.65156,-0.59614,1.2034,0.70414,0.54051,-0.1899,-0.63078,-0.25547,-0.55824,1.2628,0.74335,-0.021778,-0.58514,0.15053,0.72982,-0.49688,-0.35627,-0.98938,-0.83122,-1.0867,0.95528,0.70475,0.68229,-0.15586,-0.20863,0.82819,0.60478,0.15858,-0.071124
-0.65458,0.083257,-0.42129,0.055209,-0.25763,0.16838,-0.60298,-0.63404,-0.0080572,-1.055,-0.10635,-0.040014,0.10149,-0.042235,0.23391,-0.10058,-0.8133,-0.095843,0.04601,0.23208,0.2017,-0.055974,0.0098764,-0.57107,-0.77036,0.014288,-0.62238,-0.99811,-0.72508,0.36568,-0.34225,1.27,0.70704,-0.58199,0.40184,-0.23907,-0.1144,-0.11508,-0.70834,-0.3828,-0.8503,0.25231,0.037594,-0.14753,0.90856,0.19441,0.2413,-0.38305,0.2398,0.47127,-0.1217,0.020808,0.3426,-0.78716,0.0023856,0.047397,0.18546,-0.97702,-0.3419,0.10463,-1.0834,-1.5601,0.55389,-0.31754,0.072156,1.3264,-0.54196,-0.13451,-0.23637,-0.23685,-0.00061465,-0.57174,-0.0037391,-0.82734,0.70155,-1.0485,-0.70073,1.1072,0.13352,-0.44321,0.59191,-0.55675,0.25804,-1.0673,0.21305,-0.58646,-1.1201,0.32786,-0.40875,-0.33779,0.20503,-0.37895,-0.9918,-0.19525,0.65379,0.51114,0.22475,-1.0441,0.74765,-0.39746
-0.38989,0.19756,-0.43624,-0.66461,-0.37089,-0.92717,0.18943,0.18266,-1.3639,0.55858,0.15913,-0.19789,0.053566,-0.29174,-0.3366,0.92877,0.0032093,-0.6189,-0.34099,-0.031232,0.28006,-0.030923,-0.19243,-0.49324,-0.66612,1.1315,-0.11744,-0.13753,0.17876,0.42232,0.067097,-0.03964,-0.50239,0.49516,-0.59259,0.06426,-1.1053,-1.1657,-0.028412,-0.7395,-0.46083,-0.16955,0.44655,-0.18333,-0.31163,-0.24091,0.71637,-0.54407,0.65998,0.44047,-0.31014,-0.4923,0.39191,-0.29835,0.94096,0.07162,0.25529,-0.16301,-0.23436,0.88714,0.2706,0.1927,-0.23717,0.41262,-0.42087,-0.13915,0.88313,-1.4666,-0.071018,1.1317,-0.37778,0.426,0.20177,-0.20973,0.1026,0.69931,0.9763,-0.93986,-0.2939,0.73449,-0.40854,-0.41065,-1.4664,0.10211,0.70895,-0.17642,0.40089,-1.0277,-0.018238,-0.055785,0.39556,0.50042,0.54295,-0.26033,0.59409,1.0277,-0.35794,0.96497,-0.14483,-0.38328
0.24641,-0.11141,-0.79322,0.12306,-1.6977,0.56034,0.027991,0.3996,0.54552,-1.3915,0.25277,-0.3636,0.68998,-0.87425,0.78765,-0.38406,0.7329,-1.0083,0.30149,-0.26354,-0.68005,0.56677,-1.1717,-0.29601,-0.21629,-0.19008,-1.211,-0.50884,-0.14231,-1.0723,-0.13869,1.0952,-0.87146,1.2115,-1.0913,0.1999,0.49319,0.24526,-0.60329,-0.82884,-0.60142,0.22304,-0.13592,0.07336,-0.99923,-0.79704,-0.99751,1.0038,-0.82034,0.28459,-0.24879,0.21364,-0.65297,-0.93931,-0.47589,-0.31529,0.527,0.091747,0.18807,-0.79125,-0.22814,0.0077641,-0.77021,-0.421,-0.31834,0.046282,0.3229,-0.64118,-0.049899,-0.27571,-0.042711,-0.20209,-0.7286,-0.62807,-0.31072,-1.7419,-1.0992,-0.89744,-0.22713,-0.44549,-0.58842,-0.41238,-1.1265,-0.086072,-0.91448,0.37487,-0.81443,-0.34325,-0.085838,-0.55119,0.41291,-1.3408,-0.29493,-0.12481,-0.54642,-0.33919,0.019334,-0.14081,-0.53373,0.034642
-0.70796,-0.98439,0.010199,-0.13981,1.0421,-1.1749,0.73824,0.14044,-1.5716,-0.7168,0.1101,-0.34124,-0.78838,0.41971,0.36821,-0.74855,-0.24879,-0.35842,0.56467,-0.81125,0.26407,0.085519,-1.1056,-0.4207,1.5421,-0.37919,0.18119,-0.58784,0.14688,0.47321,-0.40456,-0.10804,0.19115,-0.75805,-0.38869,-1.0389,-0.54134,-0.36555,-0.42232,-0.99282,-0.19564,-0.3861,0.65939,-0.27741,-1.5086,-0.14539,0.25021,0.48609,-0.75782,0.23813,-0.33668,-0.74059,-1.0536,0.61526,-0.2739,0.078298,0.16672,-0.85016,0.2897,0.31978,-0.3588,-0.7352,-0.71026,0.31527,-0.21015,-0.10308,1.1371,0.70122,-0.51282,-0.40067,-0.085703,0.17786,0.15235,0.28092,0.60792,-1.3398,-1.4494,-0.17588,-0.10656,-1.3225,-0.0071609,0.050182,0.90778,0.011873,-0.20337,0.18086,-1.0313,0.73041,0.28289,-0.53536,-0.49019,0.078818,-0.70517,-0.31598,-0.61391,-1.2695,-0.87949,0.42969,-0.24674,-0.44735
